Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,_source_file,season
1,Paul Reed,25,DET,C,45,0,9.7,1.6,3.2,0.507,0.2,0.6,0.286,1.4,2.5,0.561,0.535,0.7,0.9,0.762,0.9,1.8,2.7,1.0,0.9,0.6,0.6,1.7,4.1,,reedpa01,24-25.csv,24-25
1,Gui Santos,22,GSW,PF,56,2,13.6,1.5,3.2,0.458,0.6,1.8,0.33,0.9,1.4,0.632,0.553,0.5,0.8,0.69,1.3,1.8,3.1,1.4,0.4,0.2,0.8,1.6,4.1,,santogu01,24-25.csv,24-25
1,Jarred Vanderbilt,25,LAL,PF,36,2,16.1,1.6,3.4,0.488,0.3,0.9,0.281,1.4,2.5,0.562,0.525,0.6,1.0,0.556,1.9,3.2,5.1,1.1,1.0,0.3,0.8,1.9,4.1,,vandeja01,24-25.csv,24-25
1,Colby Jones,22,2TM,SG,39,0,13.2,1.5,3.3,0.457,0.4,1.3,0.327,1.1,2.1,0.538,0.519,0.6,0.9,0.657,0.5,1.7,2.2,1.1,0.7,0.3,0.6,0.9,4.0,,jonesco02,24-25.csv,24-25
1,Colby Jones,22,SAC,SG,24,0,5.4,0.5,1.1,0.423,0.2,0.4,0.4,0.3,0.7,0.438,0.5,0.0,0.0,,0.3,0.6,1.0,0.3,0.3,0.3,0.3,0.5,1.1,,jonesco02,24-25.csv,24-25
1,Colby Jones,22,WAS,SG,15,0,25.7,3.2,6.9,0.466,0.8,2.6,0.308,2.4,4.3,0.563,0.524,1.5,2.3,0.657,0.9,3.4,4.3,2.5,1.3,0.4,1.1,1.6,8.7,,jonesco02,24-25.csv,24-25
1,Nicolas Batum,36,LAC,PF,78,8,17.5,1.3,3.1,0.437,1.1,2.6,0.433,0.2,0.4,0.457,0.622,0.2,0.3,0.81,0.6,2.2,2.8,1.1,0.7,0.5,0.4,1.4,4.0,,batumni01,24-25.csv,24-25
1,Malachi Flynn,26,CHO,PG,4,0,11.0,1.3,3.3,0.385,0.3,1.0,0.25,1.0,2.3,0.444,0.423,1.3,1.5,0.833,0.8,1.0,1.8,1.8,0.8,0.0,1.0,1.0,4.0,,flynnma01,24-25.csv,24-25
1,Ron Harper Jr.,24,DET,SF,1,0,17.0,1.0,8.0,0.125,0.0,6.0,0.0,1.0,2.0,0.5,0.125,2.0,2.0,1.0,4.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,4.0,,harpero02,24-25.csv,24-25
1,Josh Richardson,31,MIA,SG,8,0,18.8,1.4,4.8,0.289,0.8,2.8,0.273,0.6,2.0,0.313,0.368,0.5,0.5,1.0,0.8,0.8,1.5,1.5,1.0,0.1,1.0,2.1,4.0,,richajo01,24-25.csv,24-25
1,Steven Adams,31,HOU,C,58,3,13.7,1.6,2.9,0.545,0.0,0.0,0.0,1.6,2.8,0.552,0.545,0.7,1.6,0.462,2.9,2.8,5.6,1.1,0.4,0.5,0.9,1.0,3.9,,adamsst01,24-25.csv,24-25
1,Kyle Lowry,38,PHI,PG,35,12,18.8,1.2,3.3,0.35,0.8,2.5,0.33,0.3,0.8,0.414,0.474,0.8,0.9,0.818,0.3,1.6,1.9,2.7,0.9,0.3,0.6,1.8,3.9,,lowryky01,24-25.csv,24-25
1,Olivier-Maxence Prosper,22,DAL,PF,52,4,11.2,1.3,3.3,0.402,0.2,1.0,0.235,1.1,2.4,0.472,0.437,0.9,1.5,0.645,0.8,1.6,2.4,0.8,0.5,0.1,0.3,0.5,3.9,,prospol01,24-25.csv,24-25
1,Patty Mills,36,2TM,PG,29,0,11.1,1.2,3.3,0.375,0.9,2.6,0.347,0.3,0.7,0.476,0.51,0.4,0.5,0.929,0.1,0.6,0.8,0.9,0.4,0.1,0.6,0.8,3.8,,millspa02,24-25.csv,24-25
1,Patty Mills,36,UTA,PG,17,0,15.3,1.5,4.5,0.342,1.0,3.4,0.298,0.5,1.1,0.474,0.454,0.3,0.3,1.0,0.2,1.1,1.2,1.2,0.7,0.2,0.9,0.7,4.4,,millspa02,24-25.csv,24-25
1,Patty Mills,36,LAC,PG,12,0,5.1,0.8,1.7,0.5,0.8,1.5,0.5,0.1,0.2,0.5,0.725,0.7,0.8,0.889,0.1,0.0,0.1,0.4,0.1,0.0,0.1,1.0,3.1,,millspa02,24-25.csv,24-25
1,Branden Carlson,25,OKC,C,32,0,7.7,1.3,3.0,0.443,0.7,2.1,0.333,0.7,1.0,0.677,0.557,0.4,0.6,0.778,0.5,1.2,1.7,0.4,0.2,0.7,0.2,0.7,3.8,,carlsbr01,24-25.csv,24-25
1,Devin Carter,22,SAC,PG,36,0,11.0,1.3,3.5,0.37,0.5,1.7,0.295,0.8,1.8,0.439,0.441,0.7,1.2,0.591,0.5,1.6,2.1,1.1,0.6,0.1,0.5,1.1,3.8,,cartede02,24-25.csv,24-25
1,Ousmane Dieng,21,OKC,C,37,1,10.9,1.5,3.4,0.432,0.6,1.9,0.324,0.8,1.5,0.574,0.524,0.3,0.4,0.688,0.5,1.7,2.2,0.8,0.5,0.2,0.5,0.9,3.8,,diengou01,24-25.csv,24-25
1,Markieff Morris,35,2TM,PF,15,2,11.0,1.4,4.7,0.3,0.6,2.4,0.25,0.8,2.3,0.353,0.364,0.3,0.4,0.833,0.2,1.3,1.5,1.4,0.1,0.2,0.3,1.1,3.7,,morrima02,24-25.csv,24-25
1,Markieff Morris,35,DAL,PF,7,0,5.9,0.7,3.1,0.227,0.3,1.9,0.154,0.4,1.3,0.333,0.273,0.0,0.0,,0.0,1.1,1.1,0.6,0.1,0.1,0.3,0.3,1.7,,morrima02,24-25.csv,24-25
1,Markieff Morris,35,LAL,PF,8,2,15.5,2.0,6.0,0.333,0.9,2.9,0.304,1.1,3.1,0.36,0.406,0.6,0.8,0.833,0.4,1.5,1.9,2.1,0.1,0.3,0.4,1.8,5.5,,morrima02,24-25.csv,24-25
1,Emoni Bates,21,CLE,SF,10,0,7.5,1.3,3.8,0.342,1.1,3.0,0.367,0.2,0.8,0.25,0.487,0.0,0.0,,0.0,0.7,0.7,0.8,0.1,0.1,0.2,0.4,3.7,,batesem01,24-25.csv,24-25
1,DeAndre Jordan,36,DEN,C,56,5,12.3,1.6,2.5,0.65,0.0,0.0,,1.6,2.5,0.65,0.65,0.5,1.1,0.422,1.5,3.6,5.1,0.9,0.3,0.5,0.7,1.3,3.7,,jordade01,24-25.csv,24-25
1,Craig Porter Jr.,24,CLE,PG,51,1,10.1,1.4,2.7,0.514,0.4,0.9,0.438,1.0,1.8,0.554,0.589,0.5,0.6,0.719,0.4,0.9,1.3,1.4,0.3,0.3,0.7,0.5,3.7,,portecr01,24-25.csv,24-25
1,Jackson Rowe,28,GSW,PF,6,0,8.7,1.3,2.8,0.471,0.5,1.7,0.3,0.8,1.2,0.714,0.559,0.5,1.0,0.5,0.5,1.3,1.8,0.7,0.7,0.0,0.2,0.7,3.7,,roweja01,24-25.csv,24-25
1,Blake Wesley,21,SAS,SG,58,0,11.8,1.4,3.2,0.435,0.3,1.0,0.293,1.1,2.2,0.5,0.481,0.7,1.1,0.623,0.3,0.8,1.1,2.0,0.6,0.1,0.9,0.8,3.7,,weslebl01,24-25.csv,24-25
1,JT Thor,22,2TM,PF,20,0,12.5,1.3,3.0,0.424,0.3,1.1,0.286,1.0,1.9,0.5,0.475,0.8,1.1,0.682,1.0,1.4,2.4,0.3,0.4,0.5,0.5,0.9,3.6,,thorjt01,24-25.csv,24-25
1,JT Thor,22,CLE,PF,9,0,4.7,1.0,1.7,0.6,0.3,0.7,0.5,0.7,1.0,0.667,0.7,0.8,0.9,0.875,0.3,0.3,0.7,0.1,0.2,0.3,0.7,0.7,3.1,,thorjt01,24-25.csv,24-25
1,JT Thor,22,WAS,PF,11,0,18.8,1.5,4.0,0.364,0.3,1.4,0.2,1.2,2.6,0.448,0.398,0.7,1.3,0.571,1.5,2.3,3.8,0.5,0.5,0.5,0.3,1.0,3.9,,thorjt01,24-25.csv,24-25
1,Baylor Scheierman,24,BOS,SG,31,2,12.4,1.3,3.5,0.355,0.8,2.6,0.317,0.4,0.9,0.464,0.473,0.3,0.4,0.75,0.6,1.5,2.1,1.1,0.5,0.1,0.4,0.7,3.6,,scheiba01,24-25.csv,24-25
1,Jae'Sean Tate,29,HOU,SF,52,2,11.3,1.3,2.8,0.473,0.3,0.9,0.348,1.0,2.0,0.529,0.527,0.6,0.9,0.681,1.0,1.3,2.3,0.9,0.5,0.1,0.4,1.6,3.6,,tateja01,24-25.csv,24-25
1,Jaylon Tyson,22,CLE,SG,47,3,9.6,1.4,3.2,0.43,0.4,1.2,0.345,0.9,1.9,0.484,0.497,0.4,0.5,0.792,0.8,1.3,2.0,0.9,0.3,0.1,0.6,1.1,3.6,,tysonja01,24-25.csv,24-25
1,Elfrid Payton,30,2TM,PG,24,9,21.3,1.7,5.1,0.328,0.0,0.3,0.167,1.6,4.8,0.336,0.332,0.2,0.3,0.571,0.6,2.7,3.3,6.9,1.0,0.5,2.5,1.5,3.5,,paytoel01,24-25.csv,24-25
1,Elfrid Payton,30,NOP,PG,18,7,21.6,2.1,5.6,0.366,0.1,0.3,0.167,2.0,5.3,0.379,0.371,0.2,0.4,0.571,0.8,2.9,3.7,8.1,1.0,0.4,2.9,1.3,4.4,,paytoel01,24-25.csv,24-25
1,Elfrid Payton,30,CHO,PG,6,2,20.5,0.5,3.5,0.143,0.0,0.0,,0.5,3.5,0.143,0.143,0.0,0.0,,0.2,2.0,2.2,3.3,1.0,0.5,1.2,2.0,1.0,,paytoel01,24-25.csv,24-25
1,Luka Garza,26,MIN,C,39,0,5.6,1.3,2.7,0.495,0.3,0.9,0.278,1.1,1.8,0.609,0.543,0.6,0.9,0.686,0.8,0.6,1.4,0.3,0.2,0.1,0.3,0.7,3.5,,garzalu01,24-25.csv,24-25
1,Cory Joseph,33,ORL,PG,50,16,12.2,1.2,3.1,0.403,0.8,2.1,0.364,0.5,0.9,0.489,0.529,0.3,0.4,0.778,0.3,1.1,1.5,1.4,0.5,0.1,0.4,1.0,3.5,,josepco01,24-25.csv,24-25
1,Doug McDermott,33,SAC,SF,42,3,8.1,1.2,2.8,0.427,1.0,2.4,0.436,0.1,0.4,0.375,0.615,0.1,0.1,0.6,0.1,0.5,0.5,0.2,0.1,0.0,0.1,0.7,3.5,,mcderdo01,24-25.csv,24-25
1,Dario Šarić,30,DEN,C,16,4,13.1,1.3,3.6,0.362,0.4,1.6,0.269,0.9,2.0,0.438,0.422,0.4,0.6,0.7,0.9,2.3,3.1,1.4,0.4,0.1,0.9,1.2,3.5,,saricda01,24-25.csv,24-25
1,Jamaree Bouyea,25,MIL,PG,5,1,12.4,1.2,2.4,0.5,0.2,1.0,0.2,1.0,1.4,0.714,0.542,0.8,1.2,0.667,0.2,0.8,1.0,2.0,0.8,0.4,1.6,0.4,3.4,,bouyeja01,24-25.csv,24-25
1,Bruno Fernando,26,TOR,C,17,2,8.6,1.5,2.9,0.531,0.0,0.0,,1.5,2.9,0.531,0.531,0.4,0.5,0.75,1.2,1.8,3.0,1.1,0.2,0.5,0.8,1.6,3.4,,fernabr01,24-25.csv,24-25
1,Andre Jackson Jr.,23,MIL,SG,67,43,14.6,1.4,2.9,0.477,0.4,1.1,0.395,1.0,1.8,0.529,0.553,0.2,0.4,0.5,1.0,1.7,2.7,1.2,0.5,0.2,0.9,1.7,3.4,,jacksan01,24-25.csv,24-25
1,Isaac Jones,24,SAC,PF,40,0,7.6,1.4,2.1,0.651,0.1,0.2,0.375,1.3,1.9,0.68,0.669,0.6,0.9,0.639,0.6,0.9,1.4,0.3,0.1,0.3,0.4,0.8,3.4,,jonesis01,24-25.csv,24-25
1,Kevin Knox,25,GSW,SF,14,0,6.0,1.3,2.6,0.5,0.3,1.1,0.267,1.0,1.5,0.667,0.556,0.4,0.6,0.75,0.5,0.7,1.2,0.4,0.1,0.3,0.3,0.4,3.3,,knoxke01,24-25.csv,24-25
1,Damion Lee,32,PHO,SG,25,0,5.8,1.1,3.0,0.365,0.4,1.5,0.243,0.7,1.5,0.486,0.426,0.8,0.8,0.952,0.1,0.7,0.8,0.4,0.2,0.0,0.4,0.2,3.3,,leeda03,24-25.csv,24-25
1,Nate Williams,25,HOU,SG,20,0,7.4,1.4,3.1,0.435,0.3,1.3,0.231,1.1,1.8,0.583,0.484,0.3,0.4,0.625,0.3,0.4,0.7,0.5,0.4,0.2,0.7,0.8,3.3,,willije02,24-25.csv,24-25
1,Elijah Harkless,24,UTA,SG,10,0,13.8,1.1,3.5,0.314,0.7,2.5,0.28,0.4,1.0,0.4,0.414,0.3,0.6,0.5,0.9,1.2,2.1,0.8,1.0,0.1,0.3,1.8,3.2,,harklej01,24-25.csv,24-25
1,Zeke Nnaji,24,DEN,PF,57,4,10.7,1.2,2.5,0.496,0.3,0.9,0.327,0.9,1.6,0.596,0.557,0.5,0.8,0.614,0.6,1.0,1.6,0.4,0.4,0.7,0.2,1.1,3.2,,nnajize01,24-25.csv,24-25
1,Cam Reddish,25,LAL,SF,33,8,17.8,1.2,2.8,0.404,0.4,1.4,0.277,0.8,1.4,0.532,0.473,0.5,0.8,0.615,0.5,1.5,2.0,0.7,1.0,0.3,0.4,1.3,3.2,,reddica01,24-25.csv,24-25
1,Delon Wright,32,2TM,PG,40,7,15.9,1.1,3.3,0.344,0.5,1.8,0.274,0.6,1.5,0.431,0.42,0.4,0.6,0.6,0.7,1.0,1.7,1.9,0.9,0.3,0.6,0.6,3.1,,wrighde01,24-25.csv,24-25
1,Delon Wright,32,MIL,PG,26,2,15.6,0.8,3.2,0.268,0.5,1.9,0.245,0.4,1.3,0.303,0.341,0.3,0.6,0.563,0.6,1.2,1.8,1.8,0.9,0.3,0.5,0.7,2.5,,wrighde01,24-25.csv,24-25
1,Delon Wright,32,NYK,PG,14,5,16.4,1.6,3.5,0.469,0.6,1.7,0.333,1.1,1.8,0.6,0.551,0.4,0.6,0.667,0.9,0.6,1.4,2.1,0.9,0.2,0.6,0.6,4.3,,wrighde01,24-25.csv,24-25
1,Kylor Kelley,27,2TM,C,11,2,11.5,1.3,2.0,0.636,0.0,0.0,,1.3,2.0,0.636,0.636,0.5,0.9,0.6,1.1,2.5,3.5,0.5,0.1,0.3,0.4,1.4,3.1,,kelleky01,24-25.csv,24-25
1,Kylor Kelley,27,DAL,C,8,1,8.4,1.3,1.6,0.769,0.0,0.0,,1.3,1.6,0.769,0.769,0.5,0.8,0.667,1.0,1.6,2.6,0.3,0.0,0.3,0.1,1.0,3.0,,kelleky01,24-25.csv,24-25
1,Kylor Kelley,27,NOP,C,3,1,19.7,1.3,3.0,0.444,0.0,0.0,,1.3,3.0,0.444,0.444,0.7,1.3,0.5,1.3,4.7,6.0,1.0,0.3,0.3,1.0,2.3,3.3,,kelleky01,24-25.csv,24-25
1,Gary Harris,30,ORL,SG,48,3,14.8,1.1,2.8,0.383,0.8,2.1,0.356,0.3,0.7,0.469,0.519,0.1,0.3,0.583,0.4,0.9,1.3,0.6,0.5,0.3,0.4,0.9,3.0,,harriga01,24-25.csv,24-25
1,Maxi Kleber,33,DAL,PF,34,4,18.7,1.1,2.8,0.385,0.4,1.4,0.265,0.7,1.4,0.511,0.453,0.5,0.6,0.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0,,klebima01,24-25.csv,24-25
1,Taze Moore,26,POR,SG,2,0,10.0,1.0,5.0,0.2,0.5,2.0,0.25,0.5,3.0,0.167,0.25,0.5,1.0,0.5,2.0,2.0,4.0,0.5,1.0,0.0,1.0,0.0,3.0,,mooreta02,24-25.csv,24-25
1,Rayan Rupert,20,POR,SG,52,0,8.8,1.1,2.7,0.408,0.3,1.1,0.271,0.8,1.6,0.506,0.465,0.4,0.6,0.767,0.5,0.8,1.3,0.5,0.3,0.1,0.6,0.7,3.0,,ruperra01,24-25.csv,24-25
1,P.J. Tucker,39,NYK,SF,3,1,19.3,1.0,2.3,0.429,1.0,2.0,0.5,0.0,0.3,0.0,0.643,0.0,0.0,,1.3,1.3,2.7,0.0,0.3,0.3,0.3,2.7,3.0,,tuckepj01,24-25.csv,24-25
1,Pete Nance,24,2TM,C,13,1,10.6,1.1,2.5,0.438,0.7,1.8,0.375,0.4,0.6,0.625,0.578,0.1,0.2,0.5,0.4,1.2,1.6,0.8,0.2,0.2,0.3,1.3,2.9,,nancepe01,24-25.csv,24-25
1,Pete Nance,24,PHI,C,7,0,9.7,0.7,2.1,0.333,0.6,1.7,0.333,0.1,0.4,0.333,0.467,0.1,0.3,0.5,0.3,1.1,1.4,0.4,0.1,0.0,0.0,1.4,2.1,,nancepe01,24-25.csv,24-25
1,Pete Nance,24,MIL,PF,6,1,11.7,1.5,2.8,0.529,0.8,2.0,0.417,0.7,0.8,0.8,0.676,0.0,0.0,,0.5,1.3,1.8,1.2,0.2,0.3,0.7,1.2,3.8,,nancepe01,24-25.csv,24-25
1,Markelle Fultz,26,SAC,PG,21,0,8.8,1.3,3.2,0.418,0.2,0.4,0.5,1.1,2.8,0.407,0.448,0.0,0.0,1.0,0.3,0.7,1.0,1.3,0.5,0.1,0.7,0.6,2.9,,fultzma01,24-25.csv,24-25
1,Taj Gibson,39,CHO,C,37,11,11.1,1.3,2.6,0.495,0.0,0.1,0.5,1.2,2.5,0.495,0.5,0.3,0.5,0.6,1.4,1.9,3.2,0.6,0.2,0.5,0.7,1.5,2.9,,gibsota01,24-25.csv,24-25
1,Tyler Smith,20,MIL,PF,23,0,5.3,1.0,2.2,0.48,0.6,1.3,0.433,0.5,0.9,0.55,0.61,0.3,0.3,0.75,0.3,0.8,1.1,0.2,0.1,0.2,0.3,0.5,2.9,,smithty02,24-25.csv,24-25
1,RayJ Dennis,23,IND,PG,11,0,6.4,1.0,3.0,0.333,0.5,1.9,0.286,0.5,1.1,0.417,0.424,0.2,0.2,1.0,0.2,0.9,1.1,1.3,0.6,0.2,0.5,0.6,2.7,,dennira01,24-25.csv,24-25
1,David Duke Jr.,25,SAS,SG,6,0,5.7,1.0,2.3,0.429,0.5,1.0,0.5,0.5,1.3,0.375,0.536,0.2,0.3,0.5,0.2,0.7,0.8,0.7,0.2,0.0,0.3,0.2,2.7,,dukeda01,24-25.csv,24-25
1,Keshad Johnson,23,MIA,SF,16,0,6.1,1.1,1.6,0.692,0.2,0.4,0.429,0.9,1.2,0.789,0.75,0.3,0.6,0.444,0.4,1.4,1.8,0.3,0.3,0.3,0.3,0.7,2.7,,johnske10,24-25.csv,24-25
1,Reece Beekman,23,2TM,PG,36,4,13.0,1.0,3.0,0.327,0.2,1.1,0.175,0.8,1.9,0.418,0.36,0.4,0.6,0.762,0.4,0.7,1.1,1.8,0.9,0.1,0.6,1.0,2.6,,beekmre01,24-25.csv,24-25
1,Reece Beekman,23,GSW,PG,2,0,2.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,,beekmre01,24-25.csv,24-25
1,Reece Beekman,23,BRK,PG,34,4,13.7,1.0,3.1,0.321,0.2,1.2,0.175,0.8,1.9,0.409,0.354,0.5,0.6,0.762,0.4,0.8,1.1,1.8,0.9,0.1,0.6,1.0,2.7,,beekmre01,24-25.csv,24-25
1,Jae Crowder,34,SAC,PF,9,2,11.4,0.8,2.4,0.318,0.4,1.7,0.267,0.3,0.8,0.429,0.409,0.6,0.7,0.833,0.7,1.6,2.2,0.7,0.3,0.0,0.4,1.1,2.6,,crowdja01,24-25.csv,24-25
1,Josh Minott,22,MIN,SF,46,0,6.0,1.0,2.0,0.489,0.3,0.9,0.326,0.7,1.0,0.638,0.567,0.4,0.4,0.895,0.3,0.8,1.0,0.4,0.3,0.3,0.2,0.7,2.6,,minotjo01,24-25.csv,24-25
1,Hunter Tyson,24,DEN,PF,51,2,7.8,0.9,2.4,0.375,0.5,1.5,0.311,0.4,0.9,0.478,0.471,0.4,0.5,0.75,0.5,1.0,1.5,0.4,0.2,0.1,0.3,0.9,2.6,,tysonhu01,24-25.csv,24-25
1,Jaden Springer,22,2TM,PG,43,2,8.5,0.8,2.1,0.389,0.3,1.1,0.25,0.5,1.0,0.548,0.456,0.6,0.9,0.711,0.4,1.0,1.3,0.8,0.6,0.1,0.4,1.0,2.5,,sprinja01,24-25.csv,24-25
1,Jaden Springer,22,BOS,SG,26,0,5.4,0.5,1.3,0.353,0.2,0.7,0.316,0.2,0.6,0.4,0.441,0.6,0.8,0.714,0.2,0.8,0.9,0.4,0.5,0.0,0.2,0.7,1.7,,sprinja01,24-25.csv,24-25
1,Jaden Springer,22,UTA,PG,17,2,13.2,1.4,3.3,0.411,0.4,1.7,0.207,1.0,1.6,0.63,0.464,0.7,1.0,0.706,0.8,1.2,2.0,1.4,0.7,0.2,0.7,1.5,3.8,,sprinja01,24-25.csv,24-25
1,Trey Jemison,25,2TM,C,38,0,10.3,1.1,1.9,0.554,0.0,0.0,,1.1,1.9,0.554,0.554,0.3,0.9,0.394,1.2,1.6,2.8,0.4,0.2,0.4,0.6,1.8,2.5,,jemistr01,24-25.csv,24-25
1,Trey Jemison,25,NOP,C,16,0,10.4,0.9,2.0,0.469,0.0,0.0,,0.9,2.0,0.469,0.469,0.5,1.3,0.381,1.4,1.4,2.8,0.6,0.4,0.4,0.6,1.7,2.4,,jemistr01,24-25.csv,24-25
1,Trey Jemison,25,LAL,C,22,0,10.3,1.2,1.9,0.619,0.0,0.0,,1.2,1.9,0.619,0.619,0.2,0.5,0.417,1.0,1.8,2.8,0.3,0.1,0.4,0.6,1.9,2.6,,jemistr01,24-25.csv,24-25
1,Anthony Gill,32,WAS,PF,51,0,7.8,0.8,1.7,0.489,0.2,0.6,0.323,0.6,1.1,0.579,0.545,0.6,1.0,0.66,0.4,0.9,1.3,0.3,0.2,0.0,0.2,0.6,2.5,,gillan01,24-25.csv,24-25
1,Dillon Jones,23,OKC,SF,54,3,10.2,0.9,2.5,0.383,0.3,1.2,0.254,0.6,1.3,0.5,0.444,0.3,0.5,0.607,0.6,1.7,2.2,1.1,0.3,0.1,0.5,1.0,2.5,,jonesdi01,24-25.csv,24-25
1,Pat Spencer,28,GSW,PG,39,0,6.4,1.1,2.6,0.406,0.1,0.6,0.227,0.9,2.0,0.456,0.431,0.3,0.4,0.733,0.4,0.8,1.2,1.2,0.4,0.1,0.5,0.5,2.5,,spencpa01,24-25.csv,24-25
1,Johnny Davis,22,WAS,SG,34,0,7.1,0.9,2.3,0.41,0.2,0.9,0.241,0.7,1.4,0.51,0.455,0.3,0.4,0.6,0.3,0.8,1.1,0.3,0.4,0.2,0.2,0.5,2.4,,davisjo06,24-25.csv,24-25
1,Christian Koloko,24,LAL,C,37,0,9.2,1.1,1.8,0.606,0.0,0.1,0.0,1.1,1.7,0.645,0.606,0.3,0.4,0.714,0.9,1.5,2.5,0.4,0.2,0.4,0.3,1.2,2.4,,kolokch01,24-25.csv,24-25
1,John Konchar,28,MEM,SG,46,4,12.1,0.9,2.0,0.451,0.5,1.3,0.371,0.4,0.6,0.621,0.577,0.2,0.2,0.875,0.8,2.5,3.3,0.9,0.7,0.3,0.3,0.7,2.4,,konchjo01,24-25.csv,24-25
1,MarJon Beauchamp,24,3TM,SF,35,0,4.5,0.8,1.9,0.415,0.3,0.8,0.345,0.5,1.0,0.472,0.492,0.4,0.6,0.75,0.3,0.9,1.3,0.3,0.1,0.0,0.4,0.4,2.3,,beaucma01,24-25.csv,24-25
1,MarJon Beauchamp,24,MIL,SF,26,0,4.7,0.7,1.8,0.383,0.3,0.8,0.333,0.4,1.0,0.423,0.457,0.3,0.5,0.75,0.3,1.0,1.2,0.3,0.1,0.0,0.5,0.4,2.0,,beaucma01,24-25.csv,24-25
1,MarJon Beauchamp,24,LAC,SF,3,0,5.7,1.3,2.3,0.571,0.7,1.0,0.667,0.7,1.3,0.5,0.714,0.7,1.3,0.5,0.7,0.3,1.0,0.7,0.0,0.0,0.3,0.7,4.0,,beaucma01,24-25.csv,24-25
1,MarJon Beauchamp,24,NYK,SF,6,0,2.8,0.8,1.8,0.455,0.2,0.8,0.2,0.7,1.0,0.667,0.5,0.7,0.7,1.0,0.3,1.2,1.5,0.2,0.2,0.0,0.2,0.3,2.5,,beaucma01,24-25.csv,24-25
1,Bronny James,20,LAL,SG,27,1,6.7,0.8,2.5,0.313,0.3,1.2,0.281,0.4,1.3,0.343,0.381,0.4,0.5,0.786,0.1,0.5,0.7,0.8,0.3,0.1,0.5,0.5,2.3,,jamesbr02,24-25.csv,24-25
1,Mason Jones,26,SAC,SG,10,0,4.5,0.9,1.8,0.5,0.1,0.8,0.125,0.8,1.0,0.8,0.528,0.4,0.5,0.8,0.2,0.7,0.9,1.1,0.0,0.1,0.1,0.3,2.3,,jonesma05,24-25.csv,24-25
1,Miles Norris,24,BOS,PF,3,0,11.7,0.7,3.0,0.222,0.7,2.3,0.286,0.0,0.7,0.0,0.333,0.3,0.7,0.5,0.7,2.3,3.0,0.0,0.7,0.3,0.0,0.0,2.3,,norrimi01,24-25.csv,24-25
1,Patrick Baldwin Jr.,22,2TM,SF,24,0,4.5,0.8,1.5,0.543,0.5,1.0,0.565,0.3,0.5,0.5,0.729,0.1,0.2,0.5,0.2,0.8,1.0,0.1,0.1,0.1,0.2,0.3,2.2,,baldwpa01,24-25.csv,24-25
1,Patrick Baldwin Jr.,22,WAS,SF,22,0,4.6,0.8,1.5,0.515,0.5,1.0,0.524,0.3,0.5,0.5,0.682,0.1,0.2,0.5,0.2,0.8,1.0,0.1,0.1,0.1,0.2,0.2,2.1,,baldwpa01,24-25.csv,24-25
1,Patrick Baldwin Jr.,22,LAC,SF,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,1.5,1.5,0.5,0.0,0.0,0.0,1.0,3.0,,baldwpa01,24-25.csv,24-25
1,Drew Peterson,25,BOS,PF,25,1,7.4,0.7,1.6,0.415,0.5,1.3,0.394,0.2,0.3,0.5,0.573,0.3,0.4,0.778,0.4,1.2,1.6,0.5,0.2,0.1,0.3,0.7,2.2,,peterdr01,24-25.csv,24-25
1,TyTy Washington Jr.,23,PHO,PG,16,0,7.4,0.9,2.8,0.311,0.3,1.3,0.19,0.6,1.5,0.417,0.356,0.2,0.4,0.5,0.3,0.6,0.8,1.0,0.2,0.0,0.2,0.3,2.2,,washity02,24-25.csv,24-25
1,Jordan McLaughlin,28,2TM,PG,46,0,6.8,0.7,1.6,0.431,0.4,1.0,0.413,0.3,0.6,0.462,0.563,0.4,0.5,0.773,0.1,0.5,0.7,1.1,0.3,0.0,0.3,0.4,2.1,,mclaujo01,24-25.csv,24-25
1,Jordan McLaughlin,28,SAC,PG,28,0,6.8,0.6,1.6,0.364,0.4,0.9,0.385,0.2,0.6,0.333,0.477,0.4,0.6,0.688,0.1,0.6,0.8,0.9,0.4,0.0,0.4,0.5,1.9,,mclaujo01,24-25.csv,24-25
1,Jordan McLaughlin,28,SAS,PG,18,0,6.9,0.8,1.6,0.536,0.5,1.1,0.45,0.3,0.4,0.75,0.696,0.3,0.3,1.0,0.1,0.4,0.5,1.5,0.3,0.1,0.3,0.3,2.5,,mclaujo01,24-25.csv,24-25
1,JD Davison,22,BOS,PG,16,0,5.8,0.8,2.1,0.353,0.3,1.1,0.222,0.5,1.0,0.5,0.412,0.3,0.4,0.714,0.1,0.7,0.8,0.8,0.3,0.1,0.8,0.1,2.1,,davisjd01,24-25.csv,24-25
